Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000104866,19,45091396,45148077,284352
ENSG00000167618,19,54497879,54510687,3904
ENSG00000213022,19,51003111,51009634,284366
ENSG00000127452,19,9810267,9827816,54850
ENSG00000129354,19,10572671,10587315,10053
ENSG00000079432,19,42268537,42295797,23152
ENSG00000131409,19,50516892,50568045,94030
ENSG00000176231,19,15944299,15950350,126541
ENSG00000171469,19,9604680,9621399,93134
ENSG00000152443,19,57746796,57758159,284309
ENSG00000142273,19,44777869,44800634,23624
ENSG00000186230,19,57435329,57445485,388567
ENSG00000105248,19,4247079,4269090,55702
ENSG00000134830,19,47332147,47347327,27202
ENSG00000142347,19,8520790,8577577,4542
ENSG00000220201,19,10304803,10309880,100125288
ENSG00000099308,19,18097793,18151692,23031
ENSG00000284491,19,12802072,12804303,
ENSG00000267216,19,58278966,58315197,
ENSG00000174562,19,50825289,50837213,55554
ENSG00000130203,19,44905754,44909393,348
ENSG00000261341,19,50776141,50793142,
ENSG00000142511,19,50770464,50771732,2854
ENSG00000089356,19,35115879,35124324,5349
ENSG00000269026,19,57682045,57753575,
ENSG00000204577,19,54216278,54223506,11025
ENSG00000204577,19,54216278,54223506,102725035
ENSG00000204577,19,54216278,54223506,107987425
ENSG00000204577,19,54216278,54223506,107987462
ENSG00000213762,19,57614233,57624723,7693
ENSG00000142530,19,50466785,50476753,112703
ENSG00000170889,19,54200742,54249003,6203
ENSG00000130734,19,10543895,10553418,84971
ENSG00000180739,19,10512742,10517931,53637
ENSG00000161860,19,12898786,12919276,256126
ENSG00000182393,19,39296325,39298673,282618
ENSG00000130167,19,11296139,11326996,26526
ENSG00000183760,19,39083913,39111493,390928
ENSG00000130520,19,18306230,18323274,25804
ENSG00000184162,19,19201416,19203424,126382
ENSG00000132026,19,12825478,12835428,83546
ENSG00000198356,19,12737139,12748323,439
ENSG00000275395,19,39863323,39934626,8857
ENSG00000081665,19,19785839,19821751,440515
ENSG00000249861,19,39655894,39660647,148003
ENSG00000205076,19,38770971,38773492,3963
ENSG00000205076,19,38770971,38773492,653499
ENSG00000181896,19,19668796,19683509,94039
ENSG00000105507,19,48029953,48044053,56344
ENSG00000178928,19,47801243,47819051,284355
ENSG00000105373,19,47745522,47757058,29997
ENSG00000141968,19,6772714,6857366,7409
ENSG00000267467,19,44942238,44945496,346
ENSG00000167747,19,50797704,50804929,84798
ENSG00000268107,19,57487718,57505381,
ENSG00000171936,19,15737985,15742343,26532
ENSG00000167232,19,23304991,23395560,7644
ENSG00000248099,19,17816512,17821574,3640
ENSG00000104976,19,7920316,7923250,6618
ENSG00000196081,19,23221599,23250390,
ENSG00000125648,19,6436079,6465203,79085
ENSG00000267314,19,5904841,5914707,
ENSG00000197134,19,22052452,22091480,113835
ENSG00000105519,19,5911707,5915877,828
ENSG00000031823,19,5916139,5978142,8498
ENSG00000167487,19,18636965,18671714,55295
ENSG00000129451,19,51012739,51020175,5655
ENSG00000007047,19,45079288,45305283,57787
ENSG00000275183,19,54461796,54463711,94059
ENSG00000174586,19,58354357,58362848,162968
ENSG00000167619,19,42313325,42325062,284339
ENSG00000142396,19,58305319,58315663,
ENSG00000105227,19,40393768,40413366,57716
ENSG00000178982,19,38619082,38636955,27335
ENSG00000006015,19,18588685,18592336,55049
ENSG00000235034,19,50649445,50659310,342918
ENSG00000186272,19,57411163,57421939,7565
ENSG00000142303,19,8580242,8610735,81794
ENSG00000130477,19,17601328,17688365,23025
ENSG00000104833,19,6494319,6502848,10382
ENSG00000104889,19,12802063,12813638,10535
ENSG00000178531,19,7924485,7926166,404217
ENSG00000129347,19,10553078,10566037,65095
ENSG00000178201,19,57454790,57457142,57191
ENSG00000126267,19,35648223,35658861,1340
ENSG00000261221,19,55605405,55617269,100507290
ENSG00000104897,19,2236504,2248679,8175
ENSG00000060558,19,3136193,3163769,2769
ENSG00000088256,19,3094410,3124004,2767
ENSG00000188269,19,14824251,14835285,26659
ENSG00000127530,19,14789260,14835376,26664
ENSG00000127515,19,14840466,14848922,390892
ENSG00000186818,19,54643889,54670359,11006
ENSG00000105427,19,42387019,42390287,84518
ENSG00000239961,19,54333185,54339150,23547
ENSG00000178093,19,19512418,19515685,83983
ENSG00000204519,19,57681969,57717301,90233
ENSG00000185761,19,1505018,1513604,339366
ENSG00000171903,19,15912367,15934867,57834
ENSG00000180532,19,57668935,57679152,201516
ENSG00000121406,19,57527325,57557542,256051
ENSG00000118160,19,47428017,47472168,6543
ENSG00000197128,19,57466663,57477570,400720
ENSG00000268182,19,56643145,56655766,147670
ENSG00000127903,19,56661981,56671783,90485
ENSG00000089847,19,4183354,4224814,170961
ENSG00000198300,19,56810083,56840728,5178
ENSG00000174652,19,9412598,9435578,10781
ENSG00000269699,19,56774552,56840729,23619
ENSG00000134815,19,47349281,47382704,9704
ENSG00000131845,19,57351307,57359898,57343
ENSG00000197016,19,56567511,56588911,388566
ENSG00000196110,19,9294275,9309838,374879
ENSG00000273734,19,2269525,2341172,
ENSG00000188223,19,35745678,35754519,
ENSG00000141837,19,13206442,13633025,773
ENSG00000229292,19,55769141,55773179,729974
ENSG00000170948,19,8832398,8843340,85509
ENSG00000130813,19,10086122,10093252,55337
ENSG00000104884,19,45349837,45370918,2068
ENSG00000105486,19,48115445,48170603,3978
ENSG00000083845,19,58386400,58394806,6193
ENSG00000198131,19,58228594,58277495,27300
ENSG00000269343,19,57819741,57846238,100293516
ENSG00000080511,19,10013249,10022279,50700
ENSG00000213921,19,39776595,39786167,342900
ENSG00000142544,19,51097606,51108370,90353
ENSG00000105708,19,19710471,19733097,7561
ENSG00000083812,19,58467045,58475436,25799
ENSG00000167491,19,19385826,19508931,54815
ENSG00000105136,19,57487711,57496097,79744
ENSG00000186204,19,15672757,15697174,66002
ENSG00000105122,19,15451624,15464571,64926
ENSG00000152475,19,58367618,58381060,116412
ENSG00000177025,19,57958437,57974534,147685
ENSG00000171649,19,57578456,57593777,284307
ENSG00000269533,19,57389884,57419994,
ENSG00000152433,19,57363477,57379565,284306
ENSG00000004776,19,35754569,35758079,126393
ENSG00000161031,19,15468645,15498956,114770
ENSG00000105146,19,57230802,57235548,6795
ENSG00000105732,19,42068477,42081549,64763
ENSG00000115255,19,1490747,1497927,92840
ENSG00000178904,19,32405543,32485895,147991
ENSG00000171487,19,55999726,56061813,126206
ENSG00000006712,19,39385852,39391195,54623
ENSG00000105610,19,12884423,12887181,10661
ENSG00000179846,19,45149750,45158737,284353
ENSG00000105290,19,35867899,35879791,333
ENSG00000176293,19,58059239,58086310,7694
ENSG00000221983,19,18571730,18577550,7311
ENSG00000105472,19,50723329,50725718,6320
ENSG00000244482,19,54236592,54242791,79168
ENSG00000130202,19,44846175,44889228,5819
ENSG00000152439,19,57499915,57518404,374928
ENSG00000186326,19,32675407,32678300,388531
ENSG00000167608,19,54160108,54173250,147798
ENSG00000256060,19,57363511,57365353,
ENSG00000171954,19,15508493,15552317,126410
ENSG00000128016,19,39406813,39409412,7538
ENSG00000115257,19,1481428,1490752,54760
ENSG00000173572,19,55891699,55932336,126204
ENSG00000130669,19,39125770,39182816,10298
ENSG00000167755,19,50958631,50969673,5653
ENSG00000104856,19,45001430,45038198,5971
ENSG00000171606,19,58183029,58213562,10782
ENSG00000152467,19,58034032,58054631,284312
ENSG00000105717,19,19561707,19618916,80714
ENSG00000166704,19,57977053,58003349,80095
ENSG00000105186,19,32597007,32676597,84079
ENSG00000105327,19,47220822,47232766,27113
ENSG00000174667,19,9210276,9219589,125958
ENSG00000129933,19,19320681,19358755,23383
ENSG00000237521,19,9247344,9252625,26648
ENSG00000105705,19,19276018,19320844,57794
ENSG00000105321,19,47255980,47271953,26093
ENSG00000125505,19,54173412,54189882,79143
ENSG00000105419,19,47403124,47419523,56917
ENSG00000105325,19,3506273,3538330,51343
ENSG00000161807,19,9114828,9115763,125962
ENSG00000105127,19,15353385,15379798,10270
ENSG00000173581,19,55641062,55653161,29903
ENSG00000181786,19,8697397,8698822,284382
ENSG00000183401,19,11344684,11354944,126075
ENSG00000105204,19,39825350,39834201,9149
ENSG00000184635,19,19900913,19963464,81931
ENSG00000167757,19,51022216,51028039,11012
ENSG00000105088,19,9853718,9936552,93145
ENSG00000024422,19,47713343,47743134,30846
ENSG00000196684,19,16134028,16158575,84941
ENSG00000198258,19,9827892,9830115,59286
ENSG00000167461,19,16111629,16134234,4218
ENSG00000167614,19,54415219,54436900,57348
ENSG00000090013,19,40447789,40465840,645
ENSG00000127540,19,1597172,1605490,10975
ENSG00000204653,19,50511600,50514690,554235
ENSG00000152454,19,57940833,57947675,10172
ENSG00000268643,19,42234583,42255132,
ENSG00000268133,19,57363566,57398584,
ENSG00000079999,19,10486120,10503741,9817
ENSG00000105185,19,32581068,32587452,9141
ENSG00000028277,19,42086110,42196585,5452
ENSG00000178980,19,47778572,47784686,6415
ENSG00000104974,19,54593582,54602090,11024
ENSG00000126259,19,35855861,35867109,84063
ENSG00000167615,19,54448887,54462037,114823
ENSG00000125731,19,6752160,6767588,10045
ENSG00000121413,19,58083838,58118427,65982
ENSG00000129355,19,10566462,10569059,1032
ENSG00000105723,19,42230186,42242625,2931
ENSG00000130204,19,44890569,44903689,10452
ENSG00000105193,19,39433207,39435948,6217
ENSG00000167664,19,4292232,4302431,126259
ENSG00000270011,19,9324174,9382617,100529215
ENSG00000174521,19,40216058,40218399,148014
ENSG00000251369,19,57535257,57559863,162972
ENSG00000187244,19,44809059,44821420,4059
ENSG00000171942,19,15728020,15729060,26538
ENSG00000198028,19,9466507,9498607,147741
ENSG00000268163,19,57437970,57477536,
ENSG00000188321,19,9323772,9351162,84527
ENSG00000188629,19,9363020,9382617,7730
ENSG00000063245,19,55675226,55709858,29924
ENSG00000130511,19,18418864,18434562,170463
ENSG00000141867,19,15235519,15332545,23476
ENSG00000130522,19,18279760,18281622,3727
ENSG00000105679,19,35533412,35545316,26330
ENSG00000131943,19,29698886,29715789,83636
ENSG00000166289,19,29665056,29675457,79156
ENSG00000130518,19,18257097,18274509,80726
ENSG00000133250,19,8509678,8514164,84330
ENSG00000161847,19,10316212,10333640,125950
ENSG00000213096,19,24033405,24129961,9534
ENSG00000105197,19,39480412,39493785,92609
ENSG00000169035,19,50976482,50984099,5650
ENSG00000130402,19,38647649,38731583,81
ENSG00000221946,19,35143250,35154301,53822
ENSG00000089639,19,19629476,19643667,51291
ENSG00000267059,19,1578339,1605445,
ENSG00000186526,19,15615218,15630638,11283
ENSG00000171970,19,2900898,2918476,126295
ENSG00000267855,19,8308768,8321396,4701
ENSG00000011132,19,3750819,3761699,9546
ENSG00000130725,19,58555712,58558960,9040
ENSG00000187266,19,11377205,11384342,2057
ENSG00000131941,19,32978593,33064888,85415
ENSG00000131849,19,58432814,58440222,7691
ENSG00000127666,19,4815932,4831704,148022
ENSG00000224916,19,44942238,44949565,
ENSG00000197961,19,9560353,9584533,7675
ENSG00000268533,19,57394183,57438457,
ENSG00000178229,19,57320509,57330776,125919
ENSG00000063322,19,39391303,39400637,55588
ENSG00000105656,19,18442663,18522127,8178
ENSG00000187664,19,19255641,19262796,404037
ENSG00000197487,19,56176020,56185775,85569
ENSG00000099625,19,1228287,1238027,255057
ENSG00000130287,19,19211973,19252233,1463
ENSG00000115268,19,1438358,1440494,6209
ENSG00000105612,19,12875211,12881468,1777
ENSG00000104899,19,2249309,2252073,268
ENSG00000181143,19,8848844,8981342,94025
ENSG00000130158,19,11199295,11262481,57572
ENSG00000104885,19,2164149,2232578,84444
ENSG00000105650,19,18207961,18255419,5143
ENSG00000105650,19,18207961,18255419,729966
ENSG00000197256,19,11164267,11197791,25959
ENSG00000167815,19,12796820,12801859,7001
ENSG00000087903,19,5993164,6199572,5990
ENSG00000283201,19,23222755,23274221,
ENSG00000142459,19,7830233,7864976,115704
ENSG00000233927,19,8321158,8323340,6234
ENSG00000167774,19,8308283,8321379,
ENSG00000186994,19,8322584,8343262,256949
ENSG00000105677,19,35545595,35547526,10430
ENSG00000268173,19,18153158,18178117,
ENSG00000072954,19,16661127,16690029,79041
ENSG00000127616,19,10961001,11065395,6597
ENSG00000105278,19,3804024,3869032,23217
ENSG00000142444,19,10928733,10933535,90580
ENSG00000167772,19,8363289,8374373,51129
ENSG00000039987,19,12751702,12758458,54831
ENSG00000187912,19,14583084,14611157,388512
ENSG00000167483,19,17523301,17553839,199786
ENSG00000130545,19,6463777,6467221,92359
ENSG00000175691,19,2933218,2944971,58492
ENSG00000130332,19,2321517,2328620,51690
ENSG00000170920,19,9126012,9126950,390883
ENSG00000272333,19,35718019,35738878,9757
ENSG00000213996,19,19264364,19273391,53345
ENSG00000130755,19,39328353,39342372,9535
ENSG00000171443,19,55600022,55603138,147807
ENSG00000065000,19,2100988,2164465,8943
ENSG00000169021,19,29205321,29213541,7386
ENSG00000187135,19,29526499,29564479,342865
ENSG00000105655,19,18434388,18438301,51477
ENSG00000065989,19,10416773,10469631,5141
ENSG00000105397,19,10350529,10380676,7297
ENSG00000099817,19,1086579,1095380,5434
ENSG00000099785,19,8413270,8439017,51257
ENSG00000105642,19,17951293,18000080,3780
ENSG00000127507,19,14732393,14778541,30817
ENSG00000183850,19,23075210,23147219,100129543
ENSG00000142453,19,10871513,10923070,10498
ENSG00000095066,19,12763003,12872740,29911
ENSG00000171223,19,12791496,12793315,3726
ENSG00000064607,19,18990888,19034023,10147
ENSG00000181240,19,6426037,6433779,284427
ENSG00000182087,19,1009648,1021179,91304
ENSG00000172000,19,2867335,2883445,80032
ENSG00000130517,19,18340587,18369950,54858
ENSG00000071626,19,1407569,1435687,26528
ENSG00000189001,19,35523367,35528351,374897
ENSG00000133246,19,8490056,8503112,84106
ENSG00000105647,19,18153118,18170540,5296
ENSG00000161888,19,11131520,11155808,147841
ENSG00000064545,19,19119169,19138513,54929
ENSG00000105613,19,12833951,12874951,22983
ENSG00000131355,19,14619117,14690027,84658
ENSG00000130377,19,6135247,6193094,81616
ENSG00000104953,19,2977446,2995184,79816
ENSG00000213973,19,22752183,22784107,7652
ENSG00000183617,19,3762664,3768575,116541
ENSG00000214212,19,10836575,10869790,255809
ENSG00000105289,19,3708109,3750813,27134
ENSG00000130751,19,47019820,47045775,4861
ENSG00000121297,19,31274945,31349547,57616
ENSG00000105675,19,35550043,35563658,495
ENSG00000105176,19,29923644,30016608,8725
ENSG00000064490,19,19192229,19201869,8625
ENSG00000096996,19,18058995,18098944,3594
ENSG00000196263,19,56507843,56530221,57573
ENSG00000198440,19,56397966,56436035,147949
ENSG00000167476,19,2252252,2269759,126306
ENSG00000167476,19,2252252,2269759,105372240
ENSG00000118046,19,1177558,1228435,6794
ENSG00000179709,19,55947832,55988629,126205
ENSG00000115266,19,1446302,1473244,10297
ENSG00000063244,19,55654146,55674715,11338
ENSG00000167785,19,8806170,8832328,148156
ENSG00000105672,19,35641745,35644871,2116
ENSG00000060566,19,4153601,4173054,84699
ENSG00000167807,19,10305427,10316009,
ENSG00000267673,19,10310045,10316015,112812
ENSG00000160994,19,15010744,15023269,126402
ENSG00000105143,19,14950034,15022990,6511
ENSG00000076662,19,10333776,10339823,3385
ENSG00000172081,19,2071038,2096673,126308
ENSG00000179922,19,55620742,55624601,147808
ENSG00000179943,19,55591371,55601970,84922
ENSG00000141905,19,3314403,3469217,4782
ENSG00000105229,19,4007646,4039386,51588
ENSG00000167468,19,1103926,1106791,2879
ENSG00000105649,19,18196784,18204074,5864
ENSG00000167658,19,3976056,3985469,1938
ENSG00000254901,19,19176903,19192591,729991
ENSG00000127529,19,14941489,14942448,26658
ENSG00000198597,19,30228290,30713538,9745
ENSG00000125733,19,6737925,6751526,9322
ENSG00000161082,19,3224703,3297076,60680
ENSG00000188039,19,16719976,16817963,284434
ENSG00000065717,19,2997638,3047635,7089
ENSG00000179913,19,17794828,17813082,10331
ENSG00000105676,19,19033575,19060311,93436
ENSG00000007264,19,3777970,3802129,4145
ENSG00000076984,19,7903843,7914478,5609
ENSG00000171017,19,7888505,7902021,80131
ENSG00000183248,19,7868719,7874379,80164
ENSG00000173976,19,3769089,3772221,84839
ENSG00000065268,19,984271,998438,57418
ENSG00000188000,19,9178979,9188817,162998
ENSG00000064961,19,3572777,3579088,10362
ENSG00000099624,19,1241746,1244826,513
ENSG00000142230,19,47113274,47210636,10055
ENSG00000197213,19,56189570,56197920,342933
ENSG00000142409,19,56087366,56121280,126208
ENSG00000105409,19,41966582,41997497,478
ENSG00000213015,19,55635016,55643469,51157
ENSG00000105131,19,15226919,15233435,79852
ENSG00000125910,19,3172346,3180332,8698
ENSG00000213999,19,19145568,19170289,100271849
ENSG00000130164,19,11089362,11133816,3949
ENSG00000180448,19,1065923,1086628,23526
ENSG00000105141,19,15049384,15058293,23581
ENSG00000267303,19,10315471,10320678,
ENSG00000181035,19,19063999,19112888,284439
ENSG00000257704,19,47274453,47275707,255783
ENSG00000188305,19,2274622,2282176,374872
ENSG00000125912,19,3185563,3209575,56926
ENSG00000094661,19,15082211,15092970,126370
ENSG00000105371,19,10286967,10288522,3386
ENSG00000090339,19,10270835,10286615,3383
ENSG00000105364,19,10251901,10260045,51073
ENSG00000125730,19,6677704,6730562,718
ENSG00000066044,19,7958579,8005659,1994
ENSG00000125734,19,6729914,6737603,56927
ENSG00000099783,19,8444767,8489114,4670
ENSG00000167657,19,3958453,3971123,1613
ENSG00000105643,19,18001132,18014102,27106
ENSG00000125726,19,6583183,6604103,970
ENSG00000167654,19,3879864,3928079,85300
ENSG00000105639,19,17824780,17848071,3718
ENSG00000099875,19,2037465,2051244,2872
ENSG00000123144,19,12730640,12734775,79002
ENSG00000088247,19,6413348,6424794,8570
ENSG00000188051,19,17435509,17448567,100130519
ENSG00000269035,19,17436611,17460804,
ENSG00000171773,19,17455425,17460954,115861
ENSG00000130313,19,17511629,17521288,25796
ENSG00000196109,19,22179091,22196951,163223
ENSG00000130304,19,17468769,17506168,376497
ENSG00000105669,19,18899514,18919397,11316
ENSG00000197360,19,22391019,22532485,148198
ENSG00000186300,19,2841435,2860484,148254
ENSG00000196350,19,22286408,22317176,100287226
ENSG00000229676,19,22634324,22667670,57615
ENSG00000104938,19,7763149,7769605,10332
ENSG00000160951,19,14472466,14475362,5731
ENSG00000123159,19,14477760,14496149,10755
ENSG00000105671,19,18919675,18928633,54555
ENSG00000130173,19,11237450,11241943,55908
ENSG00000254858,19,18193182,18196948,84769
ENSG00000105173,19,29811898,29824308,898
ENSG00000099840,19,2096429,2099593,113177
ENSG00000185385,19,14878203,14886132,26333
ENSG00000127511,19,16829400,16880353,23309
ENSG00000213967,19,23914876,23945159,730087
ENSG00000105641,19,17871973,17895174,6528
ENSG00000064666,19,1026581,1039068,1265
ENSG00000132002,19,14514770,14529770,3337
ENSG00000167775,19,8302127,8308356,51293
ENSG00000104964,19,3052910,3063107,166
ENSG00000196172,19,23739195,23758891,148213
ENSG00000205744,19,6467207,6482557,79958
ENSG00000269067,19,22975468,23003176,388523
ENSG00000130733,19,10922185,10928681,78992
ENSG00000064932,19,1107636,1174283,22904
ENSG00000283758,19,35586260,35587296,
ENSG00000178951,19,4044364,4066945,51341
ENSG00000064489,19,19145567,19192158,4207
ENSG00000216490,19,18173162,18178117,10437
ENSG00000105135,19,15114984,15125785,10994
ENSG00000142449,19,8065402,8149846,84467
ENSG00000130479,19,17719242,17734516,55201
ENSG00000105640,19,17859876,17864153,6142
ENSG00000104980,19,7926718,7943920,10469
ENSG00000116032,19,1000419,1009732,116444
ENSG00000099797,19,14517085,14565980,9524
ENSG00000051128,19,18929201,18941261,9454
ENSG00000268193,19,18907013,18934397,
ENSG00000105576,19,12699194,12724011,30000
ENSG00000187650,19,5904858,5910853,400673
ENSG00000172006,19,2819874,2835773,115196
ENSG00000090661,19,8206736,8262421,79603
ENSG00000132004,19,12688053,12696643,84261
ENSG00000283980,19,12687998,12688422,105372280
ENSG00000105664,19,18782773,18791314,1311
ENSG00000130299,19,17334920,17342735,84705
ENSG00000099860,19,2476122,2478259,4616
ENSG00000176533,19,2511219,2702709,2788
ENSG00000123146,19,14380501,14408725,976
ENSG00000176490,19,2714567,2721418,148252
ENSG00000267001,19,2717769,2740048,
ENSG00000141873,19,2732204,2740152,29985
ENSG00000213339,19,10701430,10713437,81890
ENSG00000005007,19,18831938,18868236,5976
ENSG00000104918,19,7669044,7670454,56729
ENSG00000104969,19,2754714,2783371,6449
ENSG00000130382,19,6210379,6279948,4298
ENSG00000198858,19,896503,913245,91300
ENSG00000167769,19,6306142,6333629,125981
ENSG00000179855,19,3585553,3593541,126326
ENSG00000006638,19,3594506,3606840,6915
ENSG00000269711,19,7678501,7682854,
ENSG00000183019,19,7676628,7679826,199675
ENSG00000181029,19,7680843,7687703,126003
ENSG00000130475,19,17747718,17788568,23149
ENSG00000174898,19,5720677,5778734,257062
ENSG00000104921,19,7688758,7702146,2208
ENSG00000130300,19,17351448,17377350,83483
ENSG00000105298,19,3610641,3626815,58509
ENSG00000130303,19,17402939,17405648,684
ENSG00000269720,19,17390509,17394158,105372343
ENSG00000116014,19,917287,921015,84634
ENSG00000125656,19,6361452,6368908,8192
ENSG00000182566,19,7728957,7733906,339390
ENSG00000116017,19,925781,975934,1820
ENSG00000197020,19,21722766,21767628,163227
ENSG00000099203,19,10832438,10836318,11018
ENSG00000141994,19,5784832,5791238,56931
ENSG00000079805,19,10718079,10833488,1785
ENSG00000125652,19,6372433,6375251,84266
ENSG00000267157,19,5784005,5785619,
ENSG00000212123,19,5782960,5784765,163154
ENSG00000125650,19,6375148,6379058,5623
ENSG00000141971,19,17405722,17433724,93343
ENSG00000090659,19,7739994,7747564,30835
ENSG00000123136,19,14408819,14419383,10212
ENSG00000186111,19,3630183,3700479,23396
ENSG00000125651,19,6379569,6393981,2962
ENSG00000171119,19,5823802,5828324,4902
ENSG00000127526,19,16549831,16572382,79939
ENSG00000156413,19,5830610,5839731,2528
ENSG00000085872,19,16517889,16542530,10523
ENSG00000269058,19,16479057,16496192,125972
ENSG00000141979,19,16479067,16628204,
ENSG00000214046,19,16630751,16660442,79086
ENSG00000123143,19,14433053,14471867,5585
ENSG00000198521,19,21804949,21852125,7594
ENSG00000105072,19,16496311,16521352,84167
ENSG00000160321,19,21932958,22010949,7757
ENSG00000171124,19,5842888,5851474,2525
ENSG00000172009,19,2785460,2815807,7064
ENSG00000105085,19,16574907,16629062,9441
ENSG00000268790,19,16577642,16660115,
ENSG00000174886,19,5891276,5904006,126328
ENSG00000130383,19,5865826,5870540,2527
ENSG00000267740,19,5866171,5903787,
ENSG00000223802,19,18868545,18896727,2657
ENSG00000223802,19,18868545,18896727,10715
ENSG00000130283,19,18868545,18896096,
ENSG00000129932,19,3490822,3500940,83475
ENSG00000153823,2,228850526,229271285,55022
ENSG00000258881,2,70939318,70995336,
ENSG00000143977,2,70281362,70293771,6637
ENSG00000040933,2,98444854,98594390,3631
ENSG00000123977,2,227871054,227924344,164781
ENSG00000239305,2,86603393,86623866,7844
ENSG00000153561,2,86720173,86778041,64795
ENSG00000115902,2,64988477,65023865,6509
ENSG00000115685,2,241149576,241183652,5510
ENSG00000115042,2,95402721,95416616,51011
ENSG00000115091,2,113889960,113962596,10096
ENSG00000275111,2,95165432,95184317,7549
ENSG00000168542,2,188974320,189012746,1281
ENSG00000169605,2,68974573,68980974,56287
ENSG00000114942,2,206159585,206162928,1933
ENSG00000196604,2,130074030,130129222,728378
ENSG00000115944,2,42333546,42425088,9167
ENSG00000152076,2,130139287,130145134,91409
ENSG00000084764,2,26970612,27027196,22924
ENSG00000169764,2,63840940,63891562,7360
ENSG00000115112,2,121216587,121285207,29842
ENSG00000168874,2,85751344,85788066,84913
ENSG00000172005,2,95025677,95053996,4118
ENSG00000174325,2,188734155,188790104,116093
ENSG00000157851,2,26847747,26950351,56896
ENSG00000171126,2,42442017,42494097,170850
ENSG00000151694,2,9488486,9555792,6868
ENSG00000217236,2,174334946,174338492,100131390
ENSG00000197635,2,161992241,162074542,1803
ENSG00000134330,2,9473658,9496543,285148
ENSG00000152128,2,134455759,134719000,81615
ENSG00000054356,2,219289623,219309648,5798
ENSG00000198586,2,170990823,171231314,9874
ENSG00000023228,2,206114817,206159603,4719
ENSG00000082258,2,134918235,134959342,905
ENSG00000153086,2,134838547,134902034,130013
ENSG00000177483,2,237798389,237842808,375316
ENSG00000124831,2,237627576,237813682,9208
ENSG00000183607,2,68945232,68952970,200504
ENSG00000138433,2,174348022,174395715,9541
ENSG00000196843,2,96536743,96552638,10865
ENSG00000116039,2,70935882,70965406,525
ENSG00000132305,2,86143932,86195770,10989
ENSG00000030419,2,212999691,213152427,22807
ENSG00000176407,2,84971093,85059472,56888
ENSG00000034510,2,84905625,84906675,9168
ENSG00000144031,2,70978380,70985499,79998
ENSG00000116062,2,47695530,47810101,2956
ENSG00000144468,2,226835581,226999215,84236
ENSG00000169047,2,226731317,226799759,3667
ENSG00000198648,2,167954020,168248141,27347
ENSG00000153820,2,227979950,228181645,80309
ENSG00000168658,2,98087116,98313299,200403
ENSG00000228486,2,97664217,97703064,728537
ENSG00000196912,2,97492663,97589965,57730
ENSG00000283428,2,224703764,224716365,
ENSG00000178752,2,238158982,238168900,151176
ENSG00000256977,2,109898428,109924868,96626
ENSG00000125629,2,118088452,118110997,51141
ENSG00000127831,2,218419092,218453295,7429
ENSG00000115009,2,227813842,227817564,6364
ENSG00000284704,2,227614538,227614840,
ENSG00000115593,2,88067780,88113387,150572
ENSG00000185304,2,87755955,87825952,729857
ENSG00000163541,2,84423523,84460045,8802
ENSG00000163217,2,68865481,68871517,27302
ENSG00000229089,2,94811046,94857282,
ENSG00000243910,2,219253243,219272188,
ENSG00000119778,2,23748664,23927114,54454
ENSG00000128655,2,177623252,178072755,50940
ENSG00000162959,2,31865060,32011230,51072
ENSG00000163040,2,131527675,131533666,90557
ENSG00000143971,2,67397319,67410545,54465
ENSG00000144369,2,186693971,186765965,165215
ENSG00000143878,2,20447074,20449445,388
ENSG00000144445,2,210021423,210171383,151050
ENSG00000115705,2,1374223,1543711,7173
ENSG00000163359,2,237324003,237414375,1293
ENSG00000116044,2,177227595,177392697,4780
ENSG00000115457,2,216632828,216664436,3485
ENSG00000184945,2,240691845,240698483,375318
ENSG00000159374,2,74557883,74648338,130951
ENSG00000196290,2,200889327,200903930,60491
ENSG00000136546,2,166403573,166494247,6332
ENSG00000284629,2,227387683,227387949,
ENSG00000143954,2,79025686,79028505,130120
ENSG00000144061,2,110122311,110205066,4867
ENSG00000082898,2,61477849,61538626,7514
ENSG00000084710,2,25042130,25159137,22979
ENSG00000144119,2,119156243,119158889,165257
ENSG00000114948,2,206443539,206621130,8745
ENSG00000198369,2,65310851,65432637,200734
ENSG00000128699,2,189770323,189784371,94101
ENSG00000128656,2,174799363,175005369,1123
ENSG00000179833,2,64631621,64751005,9792
ENSG00000152086,2,130191743,130198461,112714
ENSG00000204099,2,241808825,241817413,129807
ENSG00000152254,2,168901240,168910000,57818
ENSG00000143951,2,63121383,63827843,51057
ENSG00000144451,2,213284379,214410501,79582
ENSG00000162951,2,80288351,80304749,347730
ENSG00000082153,2,200810594,200827338,9689
ENSG00000135956,2,96248516,96265994,55654
ENSG00000172985,2,109129348,109504632,344558
ENSG00000188886,2,96123850,96138436,431705
ENSG00000136531,2,165194993,165392310,6326
ENSG00000171853,2,3379675,3485094,51112
ENSG00000115607,2,102418689,102452565,8807
ENSG00000153832,2,229922302,230013109,130888
ENSG00000284725,2,227724440,227724757,
ENSG00000163092,2,166888487,167259753,129446
ENSG00000284631,2,227616998,227618655,
ENSG00000138376,2,214725646,214809711,580
ENSG00000144583,2,216257865,216372027,57574
ENSG00000118242,2,215942805,216034096,55686
ENSG00000115425,2,215996329,216082955,55825
